,cluster
813,0
814,0
815,2
816,2
817,2
818,1
819,1
820,1
821,1
822,0
823,0
824,0
825,1
826,0
827,0
828,2
829,2
830,2
831,0
832,1
833,2
834,2
835,0
836,0
837,1
838,0
839,2
840,0
841,2
842,2
843,0
844,0
845,1
846,1
847,2
848,2
849,2
850,2
851,1
852,2
853,2
854,0
855,0
856,2
857,1
858,2
859,2
860,2
861,2
862,0
863,2
864,2
865,0
866,1
867,2
868,0
869,2
870,0
871,2
872,2
873,0
874,0
875,0
876,0
877,0
878,0
879,2
880,2
881,2
882,0
883,0
884,2
885,2
886,2
887,1
888,2
889,2
890,1
891,0
892,0
893,0
894,0
895,1
896,2
897,2
898,1
899,2
900,0
901,0
902,2
903,1
904,2
905,0
906,0
907,1
908,2
909,2
910,0
911,0
912,0
913,0
914,1
915,1
916,0
917,1
918,0
919,1
920,2
921,0
922,0
923,1
924,0
925,1
926,1
927,2
928,2
929,2
930,0
931,0
932,0
933,0
934,2
935,0
936,2
937,2
938,0
939,0
940,0
941,2
942,2
943,0
944,2
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,2
956,2
957,2
958,2
959,2
960,0
961,0
962,0
963,0
964,0
965,0
966,2
967,2
968,0
969,0
970,2
971,0
972,2
973,2
974,2
975,1
976,2
977,0
978,2
979,2
980,0
981,0
982,2
983,0
984,1
985,2
986,2
987,1
988,1
989,0
990,2
991,0
992,2
993,2
994,1
995,0
996,0
997,1
998,0
999,2
1000,2
1001,0
1002,2
1003,0
1004,2
1005,0
1006,0
1007,2
1008,2
1009,0
1010,2
1011,0
1012,0
1013,0
1014,1
1015,0
1016,1
1017,2
1018,0
1019,0
1020,0
1021,2
1022,0
1023,2
1024,0
1025,0
1026,1
1027,1
1028,0
1029,2
1030,2
1031,1
1032,1
1033,2
1034,2
1035,2
1036,2
1037,2
1038,1
1039,1
1040,0
1041,1
1042,2
1043,1
1044,2
1045,2
1046,0
1047,2
1048,2
1049,1
1050,0
1051,0
1052,0
1053,2
1054,1
1055,0
1056,1
1057,0
1058,2
1059,2
1060,0
1061,2
1062,0
1063,2
1064,2
1065,0
1066,0
1067,0
1068,2
1069,1
1070,0
1071,0
1072,0
1073,0
1074,1
1075,0
1076,2
1077,1
1078,2
1079,0
1080,2
1081,1
1082,1
1083,2
1084,1
1085,2
1086,2
1087,0
1088,1
1089,0
1090,1
1091,0
1092,2
1093,1
1094,1
1095,1
1096,2
1097,0
1098,0
1099,2
1100,2
1101,0
1102,1
1103,2
1104,0
1105,2
1106,0
1107,0
1108,0
1109,0
1110,1
1111,0
1112,0
1113,0
1114,0
1115,2
1116,2
1117,0
1118,0
1119,0
1120,0
1121,2
1122,0
1123,2
1124,0
1125,2
1126,1
1127,0
1128,0
1129,2
1130,1
1131,2
1132,1
1133,1
1134,2
1135,1
1136,0
1137,2
1138,2
1139,0
1140,0
1141,0
1142,0
1143,2
1144,2
1145,2
1146,0
1147,1
1148,2
1149,2
1150,0
1151,1
1152,0
1153,2
1154,2
1155,2
1156,0
1157,2
1158,1
1159,2
1160,2
1161,2
1162,2
1163,2
1164,1
1165,0
1166,0
1167,2
1168,2
1169,2
1170,0
1171,2
1172,1
1173,0
1174,2
1175,0
1176,2
1177,2
1178,2
1179,2
1180,2
1181,0
1182,1
1183,0
1184,2
1185,0
1186,0
1187,0
1188,0
1189,1
1190,1
1191,1
1192,0
1193,2
1194,1
1195,1
1196,2
1197,2
1198,1
1199,1
1200,1
1201,1
1202,2
1203,0
1204,0
1205,0
1206,0
1207,1
1208,1
1209,0
1210,2
1211,2
1212,2
1213,0
1214,2
1215,2
1216,0
1217,1
1218,2
1219,2
1220,1
1221,0
1222,2
1223,0
1224,0
1225,0
1226,1
1227,2
1228,0
1229,2
1230,1
1231,0
1232,2
1233,1
1234,2
1235,2
1236,2
1237,0
1238,0
1239,2
1240,0
1241,1
1242,2
1243,2
1244,1
1245,2
1246,0
1247,1
1248,0
1249,0
1250,0
1251,1
1252,0
1253,2
1254,1
1255,2
1256,0
1257,2
1258,2
1259,1
1260,0
1261,1
1262,2
1263,1
1264,1
1265,0
1266,2
1267,2
1268,0
1269,1
1270,1
1271,2
1272,1
1273,2
1274,1
1275,2
1276,2
1277,0
1278,0
1279,0
1280,1
1281,2
1282,1
1283,1
1284,2
1285,0
1286,1
1287,2
1288,2
1289,2
1290,2
1291,1
1292,1
1293,0
1294,0
1295,1
1296,0
1297,0
1298,2
1299,0
1300,2
1301,1
1302,2
1303,0
1304,2
1305,2
1306,2
1307,0
1308,0
1309,1
1310,0
1311,2
1312,2
1313,0
1314,2
1315,0
1316,0
1317,0
1318,0
1319,1
1320,1
1321,0
1322,2
1323,1
1324,2
1325,2
1326,0
1327,2
1328,2
1329,0
1330,1
1331,1
1332,2
1333,2
1334,1
1335,0
1336,1
1337,1
1338,1
1339,1
1340,2
1341,2
1342,1
1343,2
1344,2
1345,0
1346,0
1347,0
1348,2
1349,1
1350,2
1351,2
1352,0
1353,2
1354,2
1355,0
1356,0
1357,2
1358,0
1359,1
1360,0
1361,2
1362,2
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,2
1370,0
1371,1
1372,0
1373,2
1374,0
1375,0
1376,0
1377,2
1378,2
1379,2
1380,2
1381,0
1382,2
1383,0
1384,1
1385,2
1386,2
1387,0
1388,0
1389,0
1390,1
1391,1
1392,0
1393,2
1394,0
1395,0
1396,0
1397,1
1398,0
1399,0
1400,2
1401,0
1402,0
1403,2
1404,0
1405,0
1406,2
1407,0
1408,2
1409,1
1410,1
1411,0
1412,0
1413,0
1414,0
1415,2
1416,0
1417,0
1418,0
1419,1
1420,2
1421,2
1422,2
1423,0
1424,1
1425,0
1426,2
1427,0
1428,1
1429,0
1430,0
1431,2
1432,0
1433,2
1434,2
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,2
1442,1
1443,2
1444,0
1445,0
1446,2
1447,2
1448,1
1449,2
1450,2
1451,2
1452,0
1453,2
1454,2
1455,0
1456,0
1457,2
1458,0
1459,2
1460,2
1461,1
1462,2
1463,1
1464,1
1465,1
1466,2
1467,1
1468,1
1469,2
1470,0
1471,0
1472,1
1473,0
1474,2
1475,0
1476,0
1477,0
1478,2
1479,1
1480,0
1481,2
1482,2
1483,0
1484,1
1485,0
1486,0
1487,0
1488,0
1489,2
1490,1
1491,1
1492,0
1493,2
1494,0
1495,2
1496,1
1497,0
1498,0
1499,0
