,cluster
1159,1
1160,2
1161,1
1162,0
1163,1
1164,1
1165,0
1166,1
1167,0
1168,0
1169,1
1170,0
1171,1
1172,1
1173,1
1174,2
1175,1
1176,0
1177,0
1178,2
1179,1
1180,2
1181,0
1182,1
1183,0
1184,2
1185,0
1186,1
1187,2
1188,0
1189,2
1190,1
1191,2
1192,0
1193,2
1194,2
1195,0
1196,2
1197,1
1198,1
1199,0
1200,2
1201,0
1202,0
1203,2
1204,0
1205,0
1206,0
1207,0
1208,2
1209,2
1210,2
1211,2
1212,0
1213,0
1214,1
1215,1
1216,2
1217,0
1218,2
1219,0
1220,2
1221,1
1222,2
1223,1
1224,0
1225,1
1226,0
1227,2
1228,0
1229,2
1230,1
1231,2
1232,0
1233,0
1234,0
1235,2
1236,1
1237,1
1238,1
1239,2
1240,1
1241,1
1242,2
1243,2
1244,0
1245,2
1246,0
1247,2
1248,1
1249,1
1250,0
1251,1
1252,1
1253,0
1254,0
1255,1
1256,2
1257,0
1258,0
1259,1
1260,2
1261,1
1262,0
1263,2
1264,1
1265,2
1266,1
1267,0
1268,0
1269,0
1270,2
1271,0
1272,1
1273,1
1274,0
1275,1
1276,0
1277,0
1278,0
1279,1
1280,0
1281,0
1282,1
1283,1
1284,0
1285,0
1286,0
1287,0
1288,2
1289,2
1290,2
1291,1
1292,2
1293,2
1294,0
1295,0
1296,1
1297,1
1298,2
1299,1
1300,0
1301,1
1302,1
1303,0
1304,0
1305,1
1306,2
1307,2
1308,0
1309,0
1310,2
1311,2
1312,1
1313,0
1314,1
1315,2
1316,2
1317,1
1318,2
1319,0
1320,2
1321,1
1322,1
1323,0
1324,0
1325,1
1326,1
1327,2
1328,2
1329,0
1330,0
1331,1
1332,1
1333,2
1334,2
1335,0
1336,2
1337,2
1338,2
1339,2
1340,2
1341,0
1342,1
1343,2
1344,2
1345,0
1346,0
1347,1
1348,1
1349,0
1350,2
1351,0
1352,2
1353,2
1354,2
1355,2
1356,2
1357,0
1358,1
1359,2
1360,2
1361,1
1362,2
1363,1
1364,1
1365,1
1366,1
1367,0
1368,0
1369,1
1370,0
1371,0
1372,0
1373,1
1374,1
1375,0
1376,1
1377,1
1378,1
1379,0
1380,2
1381,1
1382,1
1383,0
1384,1
1385,0
1386,1
1387,1
1388,0
1389,2
1390,2
1391,1
1392,2
1393,1
1394,1
1395,1
1396,1
1397,2
1398,1
1399,1
1400,0
1401,2
1402,2
1403,0
1404,0
1405,0
1406,0
1407,0
1408,2
1409,1
1410,2
1411,0
1412,1
1413,2
1414,2
1415,1
1416,1
1417,1
1418,2
1419,0
1420,2
1421,0
1422,2
1423,1
1424,2
1425,1
1426,1
1427,2
1428,2
1429,2
1430,2
1431,0
1432,2
1433,0
1434,2
1435,2
1436,0
1437,0
1438,2
1439,0
1440,2
1441,0
1442,0
1443,1
1444,0
1445,1
1446,2
1447,2
1448,1
1449,1
1450,0
1451,1
1452,2
1453,2
1454,1
1455,0
1456,2
1457,2
1458,2
1459,2
1460,0
1461,0
1462,0
1463,1
1464,0
1465,2
1466,0
1467,0
1468,2
1469,0
1470,2
1471,1
1472,2
1473,2
1474,1
1475,1
1476,1
1477,2
1478,2
1479,0
1480,0
1481,2
1482,0
1483,0
1484,2
1485,1
1486,0
1487,0
1488,1
1489,0
1490,1
1491,1
1492,0
1493,2
1494,0
1495,2
1496,1
1497,2
1498,1
1499,1
