,cluster
547,2
548,2
549,2
550,2
551,2
552,2
553,2
554,2
555,2
556,2
557,2
558,2
559,1
560,2
561,2
562,1
563,2
564,1
565,2
566,2
567,2
568,2
569,2
570,1
571,2
572,2
573,1
574,2
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,2
584,2
585,1
586,2
587,1
588,1
589,2
590,1
591,1
592,2
593,1
594,2
595,1
596,2
597,1
598,2
599,2
600,1
601,2
602,1
603,1
604,2
605,1
606,1
607,2
608,2
609,2
610,1
611,2
612,2
613,2
614,2
615,2
616,2
617,1
618,2
619,1
620,2
621,2
622,2
623,2
624,1
625,1
626,1
627,1
628,2
629,2
630,2
631,1
632,2
633,1
634,1
635,1
636,2
637,1
638,1
639,2
640,2
641,2
642,2
643,1
644,1
645,2
646,1
647,1
648,2
649,2
650,0
651,2
652,2
653,2
654,1
655,2
656,2
657,2
658,2
659,2
660,2
661,1
662,1
663,2
664,1
665,2
666,2
667,1
668,2
669,2
670,1
671,2
672,2
673,2
674,1
675,2
676,2
677,1
678,2
679,2
680,2
681,1
682,2
683,2
684,2
685,2
686,2
687,1
688,2
689,2
690,2
691,2
692,2
693,2
694,2
695,2
696,1
697,2
698,2
699,2
700,2
701,1
702,2
703,2
704,2
705,2
706,1
707,2
708,1
709,1
710,2
711,2
712,1
713,2
714,1
715,1
716,2
717,1
718,2
719,2
720,1
721,1
722,2
723,1
724,2
725,2
726,1
727,2
728,2
729,2
730,1
731,2
732,1
733,1
734,1
735,2
736,1
737,2
738,2
739,1
740,2
741,2
742,2
743,1
744,2
745,1
746,2
747,2
748,1
749,1
750,2
751,2
752,1
753,2
754,2
755,2
756,2
757,1
758,1
759,1
760,2
761,2
762,2
763,2
764,2
765,2
766,2
767,2
768,2
769,1
770,2
771,1
772,1
773,2
774,1
775,2
776,2
777,2
778,1
779,2
780,1
781,2
782,1
783,2
784,2
785,2
786,1
787,1
788,2
789,1
790,1
791,1
792,2
793,2
794,1
795,2
796,1
797,2
798,1
799,1
800,2
801,1
802,2
803,2
804,1
805,2
806,2
807,1
808,2
809,1
810,2
811,2
812,2
813,2
814,2
815,1
816,2
817,1
818,1
819,2
820,2
821,1
822,1
823,1
824,2
825,2
826,2
827,2
828,1
829,2
830,2
831,2
832,2
833,2
834,2
835,1
836,2
837,1
838,1
839,2
840,2
841,1
842,1
843,2
844,1
845,1
846,1
847,2
848,2
849,2
850,1
851,2
852,2
853,2
854,1
855,2
856,1
857,2
858,1
859,2
860,2
861,1
862,2
863,1
864,2
865,1
866,2
867,2
868,2
869,1
870,2
871,2
872,2
873,1
874,1
875,1
876,1
877,2
878,2
879,2
880,2
881,1
882,2
883,1
884,1
885,2
886,1
887,2
888,2
889,2
890,2
891,2
892,1
893,2
894,2
895,2
896,1
897,2
898,2
899,1
900,2
901,2
902,2
903,1
904,2
905,2
906,2
907,1
908,2
909,2
910,2
911,1
912,1
913,1
914,2
915,2
916,2
917,1
918,1
919,2
920,2
921,2
922,1
923,1
924,2
925,2
926,2
927,1
928,1
929,2
930,2
931,2
932,1
933,2
934,2
935,2
936,1
937,2
938,2
939,1
940,2
941,1
942,2
943,1
944,2
945,2
946,2
947,2
948,2
949,1
950,1
951,2
952,2
953,1
954,2
955,2
956,2
957,2
958,2
959,2
960,2
961,2
962,2
963,2
964,1
965,1
966,2
967,2
968,1
969,2
970,2
971,1
972,1
973,2
974,2
975,2
976,2
977,1
978,1
979,2
980,2
981,2
982,1
983,1
984,2
985,1
986,1
987,2
988,1
989,2
990,1
991,2
992,2
993,2
994,2
995,1
996,1
997,1
998,2
999,2
1000,1
1001,2
1002,2
1003,2
1004,1
1005,1
1006,2
1007,2
1008,2
1009,1
1010,2
1011,1
1012,2
1013,2
1014,2
1015,2
1016,1
1017,2
1018,1
1019,1
1020,1
1021,2
1022,2
1023,2
1024,1
1025,2
1026,2
1027,1
1028,2
1029,1
1030,1
1031,2
1032,2
1033,2
1034,2
1035,2
1036,1
1037,1
1038,2
1039,2
1040,2
1041,2
1042,2
1043,2
1044,2
1045,1
1046,2
1047,2
1048,2
1049,1
1050,1
1051,1
1052,1
1053,2
1054,2
1055,2
1056,1
1057,2
1058,2
1059,2
1060,2
1061,2
1062,2
1063,1
1064,1
1065,2
1066,1
1067,2
1068,1
1069,1
1070,2
1071,0
1072,1
1073,1
1074,2
1075,2
1076,1
1077,1
1078,2
1079,2
1080,2
1081,1
1082,2
1083,2
1084,1
1085,2
1086,2
1087,1
1088,2
1089,2
1090,2
1091,2
1092,2
1093,2
1094,2
1095,2
1096,1
1097,2
1098,2
1099,1
1100,2
1101,2
1102,2
1103,2
1104,2
1105,2
1106,2
1107,2
1108,1
1109,2
1110,2
1111,2
1112,1
1113,2
1114,2
1115,2
1116,1
1117,2
1118,1
1119,1
1120,1
1121,2
1122,2
1123,2
1124,2
1125,1
1126,1
1127,2
1128,2
1129,1
1130,2
1131,2
1132,1
1133,2
1134,2
1135,2
1136,2
1137,1
1138,2
1139,2
1140,2
1141,1
1142,2
1143,2
1144,2
1145,1
1146,2
1147,2
1148,2
1149,2
1150,1
1151,2
1152,2
1153,1
1154,2
1155,1
1156,2
1157,2
1158,2
1159,1
1160,2
1161,1
1162,2
1163,1
1164,1
1165,2
1166,1
1167,2
1168,2
1169,1
1170,2
1171,1
1172,1
1173,1
1174,2
1175,1
1176,2
1177,2
1178,2
1179,1
1180,2
1181,2
1182,1
1183,2
1184,2
1185,2
1186,1
1187,2
1188,2
1189,2
1190,1
1191,2
1192,2
1193,0
1194,0
1195,2
1196,2
1197,1
1198,1
1199,2
1200,2
1201,2
1202,2
1203,2
1204,2
1205,2
1206,2
1207,2
1208,2
1209,2
1210,2
1211,2
1212,2
1213,2
1214,1
1215,1
1216,2
1217,2
1218,2
1219,2
1220,2
1221,1
1222,2
1223,1
1224,2
1225,1
1226,2
1227,2
1228,2
1229,2
1230,1
1231,2
1232,2
1233,2
1234,2
1235,2
1236,1
1237,1
1238,1
1239,2
1240,1
1241,1
1242,2
1243,2
1244,2
1245,2
1246,2
1247,2
1248,1
1249,1
1250,2
1251,1
1252,1
1253,2
1254,2
1255,1
1256,2
1257,2
1258,2
1259,1
1260,2
1261,1
1262,2
1263,2
1264,1
1265,2
1266,1
1267,2
1268,2
1269,2
1270,2
1271,2
1272,1
1273,1
1274,2
1275,1
1276,2
1277,2
1278,2
1279,1
1280,2
1281,2
1282,1
1283,1
1284,2
1285,2
1286,2
1287,2
1288,2
1289,2
1290,2
1291,1
1292,2
1293,2
1294,2
1295,2
1296,1
1297,1
1298,2
1299,1
1300,2
1301,1
1302,1
1303,2
1304,2
1305,1
1306,2
1307,2
1308,2
1309,2
1310,2
1311,2
1312,1
1313,2
1314,1
1315,2
1316,2
1317,1
1318,2
1319,2
1320,2
1321,1
1322,1
1323,2
1324,2
1325,1
1326,1
1327,2
1328,2
1329,2
1330,2
1331,1
1332,1
1333,2
1334,2
1335,2
1336,2
1337,2
1338,2
1339,2
1340,2
1341,2
1342,1
1343,2
1344,2
1345,2
1346,2
1347,1
1348,1
1349,2
1350,2
1351,2
1352,2
1353,2
1354,2
1355,2
1356,2
1357,2
1358,1
1359,2
1360,2
1361,1
1362,2
1363,1
1364,1
1365,1
1366,1
1367,2
1368,2
1369,1
1370,2
1371,2
1372,2
1373,1
1374,1
1375,2
1376,1
1377,1
1378,1
1379,2
1380,2
1381,1
1382,1
1383,2
1384,1
1385,2
1386,1
1387,1
1388,2
1389,2
1390,2
1391,1
1392,2
1393,1
1394,1
1395,1
1396,1
1397,2
1398,1
1399,1
1400,2
1401,2
1402,2
1403,2
1404,2
1405,2
1406,2
1407,2
1408,2
1409,1
1410,2
1411,2
1412,1
1413,2
1414,2
1415,1
1416,1
1417,1
1418,2
1419,2
1420,2
1421,2
1422,2
1423,1
1424,2
1425,1
1426,1
1427,2
1428,2
1429,2
1430,2
1431,2
1432,2
1433,2
1434,2
1435,2
1436,2
1437,2
1438,2
1439,2
1440,0
1441,2
1442,2
1443,1
1444,2
1445,1
1446,2
1447,2
1448,1
1449,1
1450,2
1451,1
1452,2
1453,2
1454,1
1455,2
1456,2
1457,2
1458,0
1459,2
1460,2
1461,0
1462,2
1463,1
1464,2
1465,2
1466,2
1467,2
1468,2
1469,2
1470,2
1471,1
1472,2
1473,2
1474,1
1475,1
1476,1
1477,2
1478,2
1479,2
1480,2
1481,2
1482,2
1483,2
1484,2
1485,1
1486,2
1487,2
1488,1
1489,2
1490,1
1491,1
1492,2
1493,2
1494,2
1495,2
1496,1
1497,2
1498,1
1499,1
