,cluster
1159,1
1160,2
1161,1
1162,0
1163,1
1164,1
1165,2
1166,1
1167,0
1168,2
1169,1
1170,0
1171,1
1172,1
1173,1
1174,0
1175,1
1176,0
1177,0
1178,0
1179,1
1180,0
1181,0
1182,1
1183,2
1184,0
1185,0
1186,1
1187,2
1188,0
1189,2
1190,1
1191,0
1192,2
1193,0
1194,2
1195,2
1196,0
1197,1
1198,1
1199,2
1200,2
1201,2
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,2
1209,0
1210,2
1211,0
1212,2
1213,0
1214,1
1215,1
1216,0
1217,2
1218,2
1219,0
1220,0
1221,1
1222,2
1223,1
1224,0
1225,1
1226,0
1227,0
1228,0
1229,0
1230,1
1231,0
1232,0
1233,0
1234,2
1235,0
1236,1
1237,1
1238,1
1239,2
1240,1
1241,1
1242,2
1243,0
1244,2
1245,0
1246,0
1247,0
1248,1
1249,1
1250,0
1251,1
1252,1
1253,2
1254,2
1255,1
1256,2
1257,2
1258,2
1259,1
1260,0
1261,1
1262,0
1263,2
1264,1
1265,0
1266,1
1267,0
1268,2
1269,2
1270,2
1271,2
1272,1
1273,1
1274,2
1275,1
1276,2
1277,2
1278,0
1279,1
1280,0
1281,0
1282,1
1283,1
1284,2
1285,2
1286,2
1287,0
1288,2
1289,0
1290,2
1291,1
1292,2
1293,2
1294,2
1295,2
1296,1
1297,1
1298,2
1299,1
1300,2
1301,1
1302,1
1303,0
1304,2
1305,1
1306,2
1307,2
1308,2
1309,2
1310,2
1311,2
1312,1
1313,2
1314,1
1315,2
1316,2
1317,1
1318,0
1319,0
1320,2
1321,1
1322,1
1323,2
1324,2
1325,1
1326,1
1327,0
1328,2
1329,2
1330,2
1331,1
1332,1
1333,0
1334,2
1335,2
1336,0
1337,0
1338,2
1339,0
1340,0
1341,0
1342,1
1343,2
1344,0
1345,2
1346,0
1347,1
1348,1
1349,0
1350,0
1351,0
1352,0
1353,2
1354,2
1355,2
1356,0
1357,2
1358,1
1359,0
1360,2
1361,1
1362,0
1363,1
1364,1
1365,1
1366,1
1367,0
1368,2
1369,1
1370,2
1371,0
1372,0
1373,1
1374,1
1375,2
1376,1
1377,1
1378,1
1379,0
1380,2
1381,1
1382,1
1383,0
1384,1
1385,2
1386,1
1387,1
1388,0
1389,2
1390,2
1391,1
1392,2
1393,1
1394,1
1395,1
1396,1
1397,0
1398,1
1399,1
1400,2
1401,2
1402,0
1403,2
1404,0
1405,2
1406,0
1407,2
1408,0
1409,1
1410,0
1411,2
1412,1
1413,2
1414,2
1415,1
1416,1
1417,1
1418,0
1419,2
1420,2
1421,2
1422,2
1423,1
1424,0
1425,1
1426,1
1427,2
1428,2
1429,2
1430,0
1431,0
1432,0
1433,2
1434,0
1435,2
1436,0
1437,2
1438,2
1439,0
1440,0
1441,0
1442,2
1443,1
1444,0
1445,1
1446,0
1447,0
1448,1
1449,1
1450,0
1451,1
1452,0
1453,2
1454,1
1455,2
1456,2
1457,2
1458,2
1459,0
1460,2
1461,2
1462,2
1463,1
1464,0
1465,2
1466,0
1467,0
1468,2
1469,2
1470,0
1471,1
1472,2
1473,0
1474,1
1475,1
1476,1
1477,2
1478,0
1479,0
1480,2
1481,0
1482,0
1483,0
1484,0
1485,1
1486,0
1487,2
1488,1
1489,2
1490,1
1491,1
1492,2
1493,0
1494,2
1495,0
1496,1
1497,0
1498,1
1499,1
